"day","CH_bioenergy_capacity","CH_solar_capacity","CH_wind_onshore_capacity","DE_bioenergy_capacity","DE_geothermal_capacity","DE_solar_capacity","DE_wind_capacity","DE_wind_offshore_capacity","DE_wind_onshore_capacity","DK_solar_capacity","DK_wind_capacity","DK_wind_offshore_capacity","DK_wind_onshore_capacity","FR_bioenergy_capacity","FR_geothermal_capacity","FR_hydro_capacity","FR_marine_capacity","FR_solar_capacity","FR_wind_onshore_capacity","GB.GBN_bioenergy_capacity","GB.GBN_hydro_capacity","GB.GBN_marine_capacity","GB.GBN_solar_capacity","GB.GBN_wind_capacity","GB.GBN_wind_offshore_capacity","GB.GBN_wind_onshore_capacity","GB.NIR_bioenergy_capacity","GB.NIR_solar_capacity","GB.NIR_wind_onshore_capacity","GB.UKM_bioenergy_capacity","GB.UKM_hydro_capacity","GB.UKM_marine_capacity","GB.UKM_solar_capacity","GB.UKM_wind_capacity","GB.UKM_wind_offshore_capacity","GB.UKM_wind_onshore_capacity","SE_wind_capacity","SE_wind_offshore_capacity","SE_wind_onshore_capacity"
"1901-03-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-31",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-04-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-05-31",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-06-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-07-31",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-08-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
